Academic Year,College,Ethnicity,Gender,Major,Math,Verbal,Writing,Total Score
"2,013",Education,Black,Women,COUN,492.2,577.8,556.4,"1,626.40"
"2,013",Education,Black,Women,COUN,492.2,577.8,556.4,"1,626.40"
"2,013",Education,Black,Women,DFEC,404.8,475.2,457.6,"1,337.60"
"2,013",Education,Black,Women,DFEC,414,486,468,"1,368.00"
"2,013",Education,Black,Women,EUND,354.2,415.8,400.4,"1,170.40"
"2,013",Education,Black,Women,EUND,372.6,437.4,421.2,"1,231.20"
"2,013",Education,Black,Women,EUND,400.2,469.8,452.4,"1,322.40"
"2,013",Education,Black,Women,EUND,400.2,469.8,452.4,"1,322.40"
"2,013",Education,Black,Women,EUND,414,486,468,"1,368.00"
"2,013",Education,Black,Women,HPRO,303.6,356.4,343.2,"1,003.20"
"2,013",Education,Black,Women,HPRO,331.2,388.8,374.4,"1,094.40"
"2,013",Education,Black,Women,HPRO,335.8,394.2,379.6,"1,109.60"
"2,013",Education,Black,Women,HPRO,358.8,421.2,405.6,"1,185.60"
"2,013",Education,Black,Women,HPRO,372.6,437.4,421.2,"1,231.20"
"2,013",Education,Black,Women,HPRO,404.8,475.2,457.6,"1,337.60"
"2,013",Education,Black,Women,INDE,308.2,361.8,348.4,"1,018.40"
"2,013",Education,Black,Women,INDE,312.8,367.2,353.6,"1,033.60"
"2,013",Education,Black,Women,INDE,317.4,372.6,358.8,"1,048.80"
"2,013",Education,Black,Women,INDE,331.2,388.8,374.4,"1,094.40"
"2,013",Education,Black,Women,INDE,335.8,394.2,379.6,"1,109.60"
"2,013",Education,Black,Women,INDE,345,405,390,"1,140.00"
"2,013",Education,Black,Women,INDE,345,405,390,"1,140.00"
"2,013",Education,Black,Women,INDE,345,405,390,"1,140.00"
"2,013",Education,Black,Women,INDE,345,405,390,"1,140.00"
"2,013",Education,Black,Women,INDE,368,432,416,"1,216.00"
"2,013",Education,Black,Women,INDE,381.8,448.2,431.6,"1,261.60"
"2,013",Education,Black,Women,INDE,381.8,448.2,431.6,"1,261.60"
"2,013",Education,Black,Women,INDE,381.8,448.2,431.6,"1,261.60"
"2,013",Education,Black,Women,INDE,381.8,448.2,431.6,"1,261.60"
"2,013",Education,Black,Women,INDE,386.4,453.6,436.8,"1,276.80"
"2,013",Education,Black,Women,INDE,391,459,442,"1,292.00"
"2,013",Education,Black,Women,INDE,391,459,442,"1,292.00"
"2,013",Education,Black,Women,INDE,391,459,442,"1,292.00"
"2,013",Education,Black,Women,INDE,395.6,464.4,447.2,"1,307.20"
"2,013",Education,Black,Women,INDE,395.6,464.4,447.2,"1,307.20"
"2,013",Education,Black,Women,INDE,395.6,464.4,447.2,"1,307.20"
"2,013",Education,Black,Women,INDE,400.2,469.8,452.4,"1,322.40"
"2,013",Education,Black,Women,INDE,404.8,475.2,457.6,"1,337.60"
"2,013",Education,Black,Women,INDE,404.8,475.2,457.6,"1,337.60"
"2,013",Education,Black,Women,INDE,409.4,480.6,462.8,"1,352.80"
"2,013",Education,Black,Women,INDE,409.4,480.6,462.8,"1,352.80"
"2,013",Education,Black,Women,INDE,409.4,480.6,462.8,"1,352.80"
"2,013",Education,Black,Women,INDE,414,486,468,"1,368.00"
"2,013",Education,Black,Women,INDE,414,486,468,"1,368.00"
"2,013",Education,Black,Women,INDE,414,486,468,"1,368.00"
"2,013",Education,Black,Women,INDE,418.6,491.4,473.2,"1,383.20"
"2,013",Education,Black,Women,INDE,418.6,491.4,473.2,"1,383.20"
"2,013",Education,Black,Women,INDE,418.6,491.4,473.2,"1,383.20"
"2,013",Education,Black,Women,INDE,418.6,491.4,473.2,"1,383.20"
"2,013",Education,Black,Women,INDE,427.8,502.2,483.6,"1,413.60"
"2,013",Education,Black,Women,INDE,432.4,507.6,488.8,"1,428.80"
"2,013",Education,Black,Women,INDE,432.4,507.6,488.8,"1,428.80"
"2,013",Education,Black,Women,INDE,441.6,518.4,499.2,"1,459.20"
"2,013",Education,Black,Women,INDE,441.6,518.4,499.2,"1,459.20"
"2,013",Education,Black,Women,INDE,441.6,518.4,499.2,"1,459.20"
"2,013",Education,Black,Women,INDE,446.2,523.8,504.4,"1,474.40"
"2,013",Education,Black,Women,INDE,455.4,534.6,514.8,"1,504.80"
"2,013",Education,Black,Women,INDE,455.4,534.6,514.8,"1,504.80"
"2,013",Education,Black,Women,INDE,455.4,534.6,514.8,"1,504.80"
"2,013",Education,Black,Women,INDE,460,540,520,"1,520.00"
"2,013",Education,Black,Women,INDE,464.6,545.4,525.2,"1,535.20"
"2,013",Education,Black,Women,INDE,464.6,545.4,525.2,"1,535.20"
"2,013",Education,Black,Women,INDE,473.8,556.2,535.6,"1,565.60"
"2,013",Education,Black,Women,INDE,483,567,546,"1,596.00"
"2,013",Education,Black,Women,INDE,487.6,572.4,551.2,"1,611.20"
"2,013",Education,Black,Women,INDE,487.6,572.4,551.2,"1,611.20"
"2,013",Education,Black,Women,INDE,487.6,572.4,551.2,"1,611.20"
"2,013",Education,Black,Women,INDE,492.2,577.8,556.4,"1,626.40"
"2,013",Education,Black,Women,INDE,496.8,583.2,561.6,"1,641.60"
"2,013",Education,Black,Women,INDE,496.8,583.2,561.6,"1,641.60"
"2,013",Education,Black,Women,INDE,506,594,572,"1,672.00"
"2,013",Education,Black,Women,INDE,515.2,604.8,582.4,"1,702.40"
"2,013",Education,Black,Women,INDE,515.2,604.8,582.4,"1,702.40"
"2,013",Education,Black,Women,INDE,519.8,610.2,587.6,"1,717.60"
"2,013",Education,Black,Women,INDE,519.8,610.2,587.6,"1,717.60"
"2,013",Education,Black,Women,INDE,524.4,615.6,592.8,"1,732.80"
"2,013",Education,Black,Women,INDE,529,621,598,"1,748.00"
"2,013",Education,Black,Women,INDE,552,648,624,"1,824.00"
"2,013",Education,Black,Women,KINE,308.2,361.8,348.4,"1,018.40"
"2,013",Education,Black,Women,KINE,354.2,415.8,400.4,"1,170.40"
"2,013",Education,Black,Women,KINE,354.2,415.8,400.4,"1,170.40"
"2,013",Education,Black,Women,KINE,358.8,421.2,405.6,"1,185.60"
"2,013",Education,Black,Women,KINE,372.6,437.4,421.2,"1,231.20"
"2,013",Education,Black,Women,KINE,372.6,437.4,421.2,"1,231.20"
"2,013",Education,Black,Women,KINE,377.2,442.8,426.4,"1,246.40"
"2,013",Education,Black,Women,KINE,381.8,448.2,431.6,"1,261.60"
"2,013",Education,Black,Women,KINE,400.2,469.8,452.4,"1,322.40"
"2,013",Education,Black,Women,KINE,409.4,480.6,462.8,"1,352.80"
"2,013",Education,Black,Women,KINE,409.4,480.6,462.8,"1,352.80"
"2,013",Education,Black,Women,KINE,409.4,480.6,462.8,"1,352.80"
"2,013",Education,Black,Women,KINE,423.2,496.8,478.4,"1,398.40"
"2,013",Education,Black,Women,KINE,427.8,502.2,483.6,"1,413.60"
"2,013",Education,Black,Women,KINE,437,513,494,"1,444.00"
"2,013",Education,Black,Women,KINE,437,513,494,"1,444.00"
"2,013",Education,Black,Women,KINE,450.8,529.2,509.6,"1,489.60"
"2,013",Education,Black,Women,KINE,450.8,529.2,509.6,"1,489.60"
"2,013",Education,Black,Women,KINE,460,540,520,"1,520.00"
"2,013",Education,Black,Women,KINE,460,540,520,"1,520.00"
"2,013",Education,Black,Women,KINE,460,540,520,"1,520.00"
"2,013",Education,Black,Women,KINE,464.6,545.4,525.2,"1,535.20"
"2,013",Education,Black,Women,KINE,492.2,577.8,556.4,"1,626.40"
"2,013",Education,Black,Women,RECR,317.4,372.6,358.8,"1,048.80"
"2,013",Engineering,Black,Women,CMPE,442.8,377.2,377.2,"1,197.20"
"2,013",Engineering,Black,Women,CMPE,496.8,423.2,423.2,"1,343.20"
"2,013",Engineering,Black,Women,EENG,518.4,441.6,441.6,"1,401.60"
"2,013",Engineering,Black,Women,ELET,469.8,400.2,400.2,"1,270.20"
"2,013",Engineering,Black,Women,MEET,529.2,450.8,450.8,"1,430.80"
"2,013",Engineering,Black,Women,MEET,561.6,478.4,478.4,"1,518.40"
"2,013",Music,Black,Women,JAZZ,347.6,442.4,371.3,"1,161.30"
"2,013",Music,Black,Women,JAZZ,391.6,498.4,418.3,"1,308.30"
"2,013",Music,Black,Women,MUND,400.4,509.6,427.7,"1,337.70"
"2,013",Music,Black,Women,MUND,435.6,554.4,465.3,"1,455.30"
"2,013",Music,Black,Women,MUND,440,560,470,"1,470.00"
"2,013",Music,Black,Women,MUND,462,588,493.5,"1,543.50"
"2,013",Music,Black,Women,MUTB,391.6,498.4,418.3,"1,308.30"
"2,013",Music,Black,Women,MUTB,488.4,621.6,521.7,"1,631.70"
"2,013",Music,Black,Women,MUTV,426.8,543.2,455.9,"1,425.90"
"2,013",Music,Black,Women,PERF,497.2,632.8,531.1,"1,661.10"
"2,013",Public Affairs,Black,Women,ADLR,465.3,524.7,475.2,"1,465.20"
"2,013",Public Affairs,Black,Women,AGER,413.6,466.4,422.4,"1,302.40"
"2,013",Public Affairs,Black,Women,ANTH,427.7,482.3,436.8,"1,346.80"
"2,013",Public Affairs,Black,Women,ANTH,470,530,480,"1,480.00"
"2,013",Public Affairs,Black,Women,ANTH,493.5,556.5,504,"1,554.00"
"2,013",Public Affairs,Black,Women,ANTH,601.6,678.4,614.4,"1,894.40"
"2,013",Public Affairs,Black,Women,APAS,343.1,386.9,350.4,"1,080.40"
"2,013",Public Affairs,Black,Women,APAS,347.8,392.2,355.2,"1,095.20"
"2,013",Public Affairs,Black,Women,APAS,371.3,418.7,379.2,"1,169.20"
"2,013",Public Affairs,Black,Women,APAS,380.7,429.3,388.8,"1,198.80"
"2,013",Public Affairs,Black,Women,APAS,404.2,455.8,412.8,"1,272.80"
"2,013",Public Affairs,Black,Women,APAS,479.4,540.6,489.6,"1,509.60"
"2,013",Public Affairs,Black,Women,APAS,535.8,604.2,547.2,"1,687.20"
"2,013",Public Affairs,Black,Women,BEHV,502.9,567.1,513.6,"1,583.60"
"2,013",Public Affairs,Black,Women,CRJS,329,371,336,"1,036.00"
"2,013",Public Affairs,Black,Women,CRJS,343.1,386.9,350.4,"1,080.40"
"2,013",Public Affairs,Black,Women,CRJS,343.1,386.9,350.4,"1,080.40"
"2,013",Public Affairs,Black,Women,CRJS,366.6,413.4,374.4,"1,154.40"
"2,013",Public Affairs,Black,Women,CRJS,376,424,384,"1,184.00"
"2,013",Public Affairs,Black,Women,CRJS,380.7,429.3,388.8,"1,198.80"
"2,013",Public Affairs,Black,Women,CRJS,380.7,429.3,388.8,"1,198.80"
"2,013",Public Affairs,Black,Women,CRJS,385.4,434.6,393.6,"1,213.60"
"2,013",Public Affairs,Black,Women,CRJS,385.4,434.6,393.6,"1,213.60"
"2,013",Public Affairs,Black,Women,CRJS,385.4,434.6,393.6,"1,213.60"
"2,013",Public Affairs,Black,Women,CRJS,385.4,434.6,393.6,"1,213.60"
"2,013",Public Affairs,Black,Women,CRJS,394.8,445.2,403.2,"1,243.20"
"2,013",Public Affairs,Black,Women,CRJS,394.8,445.2,403.2,"1,243.20"
"2,013",Public Affairs,Black,Women,CRJS,404.2,455.8,412.8,"1,272.80"
"2,013",Public Affairs,Black,Women,CRJS,404.2,455.8,412.8,"1,272.80"
"2,013",Public Affairs,Black,Women,CRJS,408.9,461.1,417.6,"1,287.60"
"2,013",Public Affairs,Black,Women,CRJS,408.9,461.1,417.6,"1,287.60"
"2,013",Public Affairs,Black,Women,CRJS,408.9,461.1,417.6,"1,287.60"
"2,013",Public Affairs,Black,Women,CRJS,413.6,466.4,422.4,"1,302.40"
"2,013",Public Affairs,Black,Women,CRJS,423,477,432,"1,332.00"
"2,013",Public Affairs,Black,Women,CRJS,437.1,492.9,446.4,"1,376.40"
"2,013",Public Affairs,Black,Women,CRJS,441.8,498.2,451.2,"1,391.20"
"2,013",Public Affairs,Black,Women,CRJS,441.8,498.2,451.2,"1,391.20"
"2,013",Public Affairs,Black,Women,CRJS,441.8,498.2,451.2,"1,391.20"
"2,013",Public Affairs,Black,Women,CRJS,446.5,503.5,456,"1,406.00"
"2,013",Public Affairs,Black,Women,CRJS,465.3,524.7,475.2,"1,465.20"
"2,013",Public Affairs,Black,Women,CRJS,479.4,540.6,489.6,"1,509.60"
"2,013",Public Affairs,Black,Women,CRJS,484.1,545.9,494.4,"1,524.40"
"2,013",Public Affairs,Black,Women,CRJS,493.5,556.5,504,"1,554.00"
"2,013",Public Affairs,Black,Women,CRJS,493.5,556.5,504,"1,554.00"
"2,013",Public Affairs,Black,Women,CRJS,493.5,556.5,504,"1,554.00"
"2,013",Public Affairs,Black,Women,CRJS,507.6,572.4,518.4,"1,598.40"
"2,013",Public Affairs,Black,Women,CRJS,526.4,593.6,537.6,"1,657.60"
"2,013",Public Affairs,Black,Women,CRJS,535.8,604.2,547.2,"1,687.20"
"2,013",Public Affairs,Black,Women,CUND,390.1,439.9,398.4,"1,228.40"
"2,013",Public Affairs,Black,Women,CUND,399.5,450.5,408,"1,258.00"
"2,013",Public Affairs,Black,Women,EADP,333.7,376.3,340.8,"1,050.80"
"2,013",Public Affairs,Black,Women,GSAG,310.2,349.8,316.8,976.8
"2,013",Public Affairs,Black,Women,PADM,399.5,450.5,408,"1,258.00"
"2,013",Public Affairs,Black,Women,PADM,521.7,588.3,532.8,"1,642.80"
"2,013",Public Affairs,Black,Women,PSWR,314.9,355.1,321.6,991.6
"2,013",Public Affairs,Black,Women,PSWR,385.4,434.6,393.6,"1,213.60"
"2,013",Public Affairs,Black,Women,PSWR,404.2,455.8,412.8,"1,272.80"
"2,013",Public Affairs,Black,Women,PSWR,427.7,482.3,436.8,"1,346.80"
"2,013",Public Affairs,Black,Women,PSWR,451.2,508.8,460.8,"1,420.80"
"2,013",Public Affairs,Black,Women,RHSD,432.4,487.6,441.6,"1,361.60"
"2,013",Public Affairs,Black,Women,RHSD,474.7,535.3,484.8,"1,494.80"
"2,013",Public Affairs,Black,Women,RSRC,437.1,492.9,446.4,"1,376.40"
"2,013",Public Affairs,Black,Women,SOCI,352.5,397.5,360,"1,110.00"
"2,013",Public Affairs,Black,Women,SOCI,357.2,402.8,364.8,"1,124.80"
"2,013",Public Affairs,Black,Women,SOCI,357.2,402.8,364.8,"1,124.80"
"2,013",Public Affairs,Black,Women,SOCI,380.7,429.3,388.8,"1,198.80"
"2,013",Public Affairs,Black,Women,SOCI,390.1,439.9,398.4,"1,228.40"
"2,013",Public Affairs,Black,Women,SOCI,418.3,471.7,427.2,"1,317.20"
"2,013",Public Affairs,Black,Women,SOCI,432.4,487.6,441.6,"1,361.60"
"2,013",Public Affairs,Black,Women,SOCI,432.4,487.6,441.6,"1,361.60"
"2,013",Public Affairs,Black,Women,SOCI,441.8,498.2,451.2,"1,391.20"
"2,013",Public Affairs,Black,Women,SOCI,446.5,503.5,456,"1,406.00"
"2,013",Public Affairs,Black,Women,SOCI,446.5,503.5,456,"1,406.00"
"2,013",Public Affairs,Black,Women,SOCI,455.9,514.1,465.6,"1,435.60"
"2,013",Public Affairs,Black,Women,SOWK,418.3,471.7,427.2,"1,317.20"
"2,013",Public Affairs,Black,Women,SOWK,437.1,492.9,446.4,"1,376.40"
"2,013",Public Affairs,Black,Women,SOWK,446.5,503.5,456,"1,406.00"
"2,013",Public Affairs,Black,Women,SOWK,460.6,519.4,470.4,"1,450.40"
"2,013",Public Health,Black,Women,ARTH,554.6,625.4,566.4,"1,746.40"
"2,013",Public Health,Black,Women,CDES,488.8,551.2,499.2,"1,539.20"
"2,013",Public Health,Black,Women,CDES,488.8,551.2,499.2,"1,539.20"
"2,013",Public Health,Black,Women,CDES,517,583,528,"1,628.00"
"2,013",Public Health,Black,Women,CDES,596.9,673.1,609.6,"1,879.60"
"2,013",Public Health,Black,Women,DRPT,460.6,519.4,470.4,"1,450.40"
"2,013",Public Health,Black,Women,DRPT,474.7,535.3,484.8,"1,494.80"
"2,013",Public Health,Black,Women,DRPT,507.6,572.4,518.4,"1,598.40"
"2,013",Public Health,Black,Women,FASH,404.2,455.8,412.8,"1,272.80"
"2,013",Public Health,Black,Women,FASH,418.3,471.7,427.2,"1,317.20"
"2,013",Public Health,Black,Women,FASH,441.8,498.2,451.2,"1,391.20"
"2,013",Public Health,Black,Women,FASH,441.8,498.2,451.2,"1,391.20"
"2,013",Public Health,Black,Women,FASH,455.9,514.1,465.6,"1,435.60"
"2,013",Public Health,Black,Women,FASH,455.9,514.1,465.6,"1,435.60"
"2,013",Public Health,Black,Women,FASH,455.9,514.1,465.6,"1,435.60"
"2,013",Public Health,Black,Women,FASH,460.6,519.4,470.4,"1,450.40"
"2,013",Public Health,Black,Women,FASH,465.3,524.7,475.2,"1,465.20"
"2,013",Public Health,Black,Women,FASH,474.7,535.3,484.8,"1,494.80"
"2,013",Public Health,Black,Women,FASH,488.8,551.2,499.2,"1,539.20"
"2,013",Public Health,Black,Women,FASH,493.5,556.5,504,"1,554.00"
"2,013",Public Health,Black,Women,FASH,493.5,556.5,504,"1,554.00"
"2,013",Public Health,Black,Women,FASH,498.2,561.8,508.8,"1,568.80"
"2,013",Public Health,Black,Women,FASH,507.6,572.4,518.4,"1,598.40"
"2,013",Public Health,Black,Women,FASH,531.1,598.9,542.4,"1,672.40"
"2,013",Public Health,Black,Women,FASH,540.5,609.5,552,"1,702.00"
"2,013",Public Health,Black,Women,FASH,549.9,620.1,561.6,"1,731.60"
"2,013",Public Health,Black,Women,FASH,559.3,630.7,571.2,"1,761.20"
"2,013",Public Health,Black,Women,INTD,413.6,466.4,422.4,"1,302.40"
"2,013",Public Health,Black,Women,INTD,423,477,432,"1,332.00"
"2,013",Public Health,Black,Women,INTD,455.9,514.1,465.6,"1,435.60"
"2,013",Public Health,Black,Women,INTD,512.3,577.7,523.2,"1,613.20"
"2,013",Public Health,Black,Women,INTD,521.7,588.3,532.8,"1,642.80"
"2,013",Public Health,Black,Women,INTD,578.1,651.9,590.4,"1,820.40"
"2,013",Public Health,Black,Women,SCLP,460.6,519.4,470.4,"1,450.40"
"2,013",Public Health,Black,Women,VART,385.4,434.6,393.6,"1,213.60"
"2,013",Public Health,Black,Women,VART,418.3,471.7,427.2,"1,317.20"
"2,013",Public Health,Black,Women,VART,427.7,482.3,436.8,"1,346.80"
"2,013",Public Health,Black,Women,VUND,418.3,471.7,427.2,"1,317.20"
"2,013",Arts & Sciences,Hispanic,Women,AUID,598.9,531.1,565,"1,695.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,418.7,371.3,395,"1,185.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,429.3,380.7,405,"1,215.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,434.6,385.4,410,"1,230.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,439.9,390.1,415,"1,245.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,445.2,394.8,420,"1,260.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,450.5,399.5,425,"1,275.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,455.8,404.2,430,"1,290.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,455.8,404.2,430,"1,290.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,455.8,404.2,430,"1,290.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,461.1,408.9,435,"1,305.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,466.4,413.6,440,"1,320.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,466.4,413.6,440,"1,320.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,471.7,418.3,445,"1,335.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,477,423,450,"1,350.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,482.3,427.7,455,"1,365.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,487.6,432.4,460,"1,380.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,498.2,441.8,470,"1,410.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,498.2,441.8,470,"1,410.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,508.8,451.2,480,"1,440.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,508.8,451.2,480,"1,440.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,514.1,455.9,485,"1,455.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,514.1,455.9,485,"1,455.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,514.1,455.9,485,"1,455.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,519.4,460.6,490,"1,470.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,519.4,460.6,490,"1,470.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,519.4,460.6,490,"1,470.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,524.7,465.3,495,"1,485.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,524.7,465.3,495,"1,485.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,524.7,465.3,495,"1,485.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,524.7,465.3,495,"1,485.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,535.3,474.7,505,"1,515.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,540.6,479.4,510,"1,530.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,540.6,479.4,510,"1,530.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,540.6,479.4,510,"1,530.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,545.9,484.1,515,"1,545.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,545.9,484.1,515,"1,545.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,551.2,488.8,520,"1,560.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,551.2,488.8,520,"1,560.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,551.2,488.8,520,"1,560.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,561.8,498.2,530,"1,590.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,567.1,502.9,535,"1,605.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,567.1,502.9,535,"1,605.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,567.1,502.9,535,"1,605.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,577.7,512.3,545,"1,635.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,598.9,531.1,565,"1,695.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,598.9,531.1,565,"1,695.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,604.2,535.8,570,"1,710.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,609.5,540.5,575,"1,725.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,609.5,540.5,575,"1,725.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,614.8,545.2,580,"1,740.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,636,564,600,"1,800.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,636,564,600,"1,800.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,641.3,568.7,605,"1,815.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,651.9,578.1,615,"1,845.00"
"2,013",Arts & Sciences,Hispanic,Women,AUND,651.9,578.1,615,"1,845.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,429.3,380.7,405,"1,215.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,471.7,418.3,445,"1,335.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,471.7,418.3,445,"1,335.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,508.8,451.2,480,"1,440.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,519.4,460.6,490,"1,470.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,524.7,465.3,495,"1,485.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,524.7,465.3,495,"1,485.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,545.9,484.1,515,"1,545.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,545.9,484.1,515,"1,545.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,556.5,493.5,525,"1,575.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,567.1,502.9,535,"1,605.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,572.4,507.6,540,"1,620.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,609.5,540.5,575,"1,725.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,614.8,545.2,580,"1,740.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,620.1,549.9,585,"1,755.00"
"2,013",Arts & Sciences,Hispanic,Women,BIOL,662.5,587.5,625,"1,875.00"
"2,013",Arts & Sciences,Hispanic,Women,CHEM,455.8,404.2,430,"1,290.00"
"2,013",Arts & Sciences,Hispanic,Women,CHEM,482.3,427.7,455,"1,365.00"
"2,013",Arts & Sciences,Hispanic,Women,COMM,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,COMM,551.2,488.8,520,"1,560.00"
"2,013",Arts & Sciences,Hispanic,Women,COMM,561.8,498.2,530,"1,590.00"
"2,013",Arts & Sciences,Hispanic,Women,COMM,604.2,535.8,570,"1,710.00"
"2,013",Arts & Sciences,Hispanic,Women,CYTO,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,CYTO,572.4,507.6,540,"1,620.00"
"2,013",Arts & Sciences,Hispanic,Women,CYTO,630.7,559.3,595,"1,785.00"
"2,013",Arts & Sciences,Hispanic,Women,DANC,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,DANC,593.6,526.4,560,"1,680.00"
"2,013",Arts & Sciences,Hispanic,Women,DANC,620.1,549.9,585,"1,755.00"
"2,013",Arts & Sciences,Hispanic,Women,ECON,540.6,479.4,510,"1,530.00"
"2,013",Arts & Sciences,Hispanic,Women,ECON,646.6,573.4,610,"1,830.00"
"2,013",Arts & Sciences,Hispanic,Women,ENGL,492.9,437.1,465,"1,395.00"
"2,013",Arts & Sciences,Hispanic,Women,ENGL,519.4,460.6,490,"1,470.00"
"2,013",Arts & Sciences,Hispanic,Women,ENGL,572.4,507.6,540,"1,620.00"
"2,013",Arts & Sciences,Hispanic,Women,ENGL,614.8,545.2,580,"1,740.00"
"2,013",Arts & Sciences,Hispanic,Women,ENGL,683.7,606.3,645,"1,935.00"
"2,013",Arts & Sciences,Hispanic,Women,ENLI,614.8,545.2,580,"1,740.00"
"2,013",Arts & Sciences,Hispanic,Women,GEOG,439.9,390.1,415,"1,245.00"
"2,013",Arts & Sciences,Hispanic,Women,GEOG,535.3,474.7,505,"1,515.00"
"2,013",Arts & Sciences,Hispanic,Women,GEOG,577.7,512.3,545,"1,635.00"
"2,013",Arts & Sciences,Hispanic,Women,GEOG,620.1,549.9,585,"1,755.00"
"2,013",Arts & Sciences,Hispanic,Women,GEOG,651.9,578.1,615,"1,845.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,365.7,324.3,345,"1,035.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,492.9,437.1,465,"1,395.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,492.9,437.1,465,"1,395.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,503.5,446.5,475,"1,425.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,540.6,479.4,510,"1,530.00"
"2,013",Arts & Sciences,Hispanic,Women,GNST,577.7,512.3,545,"1,635.00"
